INV_NR;KURZTITEL;TITEL;FOTOGRAF;DATIERUNGVON;DATIERUNGBIS;DATIERUNGKONKRET;ORTZEITBESCHREIBUNG;SCHLAGWORT;BESCHREIBUNG_MOTIV;STRASSENNAME_MOTIV;STADTBEZIRK;GEOKOORDINATEN_MOTIV;URL;DATENGEBER;ISIL_DATENGEBER;LIZENZ
F-020543;Warnschild Bürgersteig;Warnschild an der Mauer zur Zugehörigkeit des Bürgersteigs zu Ost-Berlin;Schubert, Wolfgang;1970;1970;1970;Berlin, 1970;"Absperrung;Berliner Mauer;Betonplattenmauer;Bürgersteig zu Ost-Berlin gehörig;Warnschild";Grenzmauer aus Betonplatten und abgesperrter Bürgersteig auf Ost-Berliner Gebiet.;;"Kreuzberg (West-Berlin);Mitte (Ost-Berlin)";;http://www.mauer-fotos.de/image/?imageID=020543;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-020545;Grenzstreifen Bethaniendamm;Grenzstreifen am Bethaniendamm;Schubert, Wolfgang;1965;1970;1965-1970;Berlin, ca. 1967;"Berliner Mauer;Betonplattenmauer;Grenzleuchte;Grenzstreifen";Grenzstreifen am Bethaniendamm mit Kontrollstreifen, Lichttrasse, Signalzaun und Fahrzeugsperren, im Hintergrund ein Wachturm.;Bethaniendamm/Mariannenplatz;"Mitte (Ost-Berlin);Kreuzberg (West-Berlin)";POINT (13.42753 52.50641);http://www.mauer-fotos.de/image/?imageID=020545;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-020548;Grenzmauer Kommandantenstraße;Grenzmauer an der Kommandantenstraße;Schubert, Wolfgang;1971;1975;1971-1975;Berlin, ca. 1973;"Berliner Mauer;Betongitterplatte;Betonplattenmauer;Kran;Wohnhaus";Grenzstreifen mit Fahrzeugsperren, Grenzleuchten und als Sicherung Richtung Ost-Berlin ein Zaun an Betonpfosten sowie vertikal aufgestellte Betongitterplatten zur Verhinderung von Fluchtversuchen mit Fahrzeugen.;Kommandantenstraße/Neue Grünstraße;"Mitte (Ost-Berlin);Kreuzberg (West-Berlin)";POINT (13.40386 52.50819);http://www.mauer-fotos.de/image/?imageID=020548;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-020551;Absperrung Grenzgebiet;Absperrungen im Grenzgebiet an der Berliner Mauer;Schubert, Wolfgang;1968;1968;1968;Berlin, 1968;"Absperrung;Berliner Mauer;Passant;Sperrgebiet";Auf Ost-Berliner Seite markiert eine rot-weiße Absperrung das Grenzgebiet unmittelbar an der Berliner Mauer.;Bernauer Straße/Schwedter Straße;"Prenzlauer Berg (Ost-Berlin);Wedding (West-Berlin)";POINT (13.40432 52.54055);http://www.mauer-fotos.de/image/?imageID=020551;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-020552;Bernauer Straße/Oderberger Straße;Grenzstreifen und Hinterlandmauer an der Bernauer Straße/Oderberger Straße;Schubert, Wolfgang;1970;1970;1970;Berlin, 1970;"Berliner Mauer;Fahrzeugsperre;Grenzleuchte;Grenzstreifen;Hinterlandmauer;Militärfahrzeug;Patrouille (Wachgang);Postenweg;Trabant Kübelwagen";Grenzstreifen mit Fahrzeugsperren und Hinterlandmauer, vor der ein Trabant Kübelwagen Patrouille fährt.;Bernauer Straße/Oderberger Straße;"Prenzlauer Berg (Ost-Berlin);Wedding (West-Berlin)";POINT (13.40474 52.54034);http://www.mauer-fotos.de/image/?imageID=020552;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-020554;Stacheldrahtzaun Friedhof Pankow;Stacheldrahtzaun am Friedhof Pankow III;Schubert, Wolfgang;1961;1961;1961-1961;Berlin, 1961;"Abweiser (gebogen);Berliner Mauer;Friedhof;Pfosten;Stacheldrahtzaun";Mehrreihiger Stacheldrahtzaun auf dem Friedhofgelände Pankow III an der Sektorengrenze.;Am Bürgerpark/Leonhard-Frank-Straße;"Pankow (Ost-Berlin);Reinickendorf (West-Berlin)";POINT (13.38842 52.56961);http://www.mauer-fotos.de/image/?imageID=020554;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-020557;Exklave Steinstücken;Grenzanlagen in der Nähe der Exklave Steinstücken;Schubert, Wolfgang;1966;1966;1966;Berlin, März 1966;"Berliner Mauer;Exklave Steinstücken;Gedenkzeichen (Mauertote);Grenzleuchte;Stacheldrahtzaun";Grenzanlagen mit Stacheldrahtzaun und freigeräumtem Grenzstreifen und Grenzleuchten. Im Vordergrund ein Gedenkkreuz.;Steinstücken;Zehlendorf (West-Berlin);POINT (13.13089 52.3887);http://www.mauer-fotos.de/image/?imageID=020557;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-020559;Grenzstreifen Bernauer Straße;Grenzstreifen an der Bernauer Straße/Strelitzer Straße;Schubert, Wolfgang;1964;1964;1964-1964;Berlin, 1964;"Berliner Mauer;Grenzleuchte;Grenzsoldat;Grenzstreifen;Motorrad;Patrouille (Wachgang);Postenstand;Postenweg;Stacheldraht";Grenzstreifen an der Strelitzer Straße, eine Patrouille kommt vom Postenstand. Zur Strelitzer Straße ist der Grenzstreifen durch einen Zaun und Sichtblenden gesperrt. Der Postenweg ist über das alte Kopfsteinpflaster geführt.;Bernauer Straße/Strelitzer Straße;"Mitte (Ost-Berlin);Wedding (West-Berlin)";POINT (13.39327 52.53744);http://www.mauer-fotos.de/image/?imageID=020559;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-020560;Gedenkzeichen Olga Segler;Vermauerte Fenster und Türen und Gedenkzeichen Olga Segler in der Bernauer Straße;Schubert, Wolfgang;1966;1966;1966;Berlin, 1966;"Berliner Mauer;Gedenkzeichen (Mauertote);Grenzhaus;Vermauerte Fenster/Türen";Vermauerte Fenster und Türen an einem Grenzhaus an der Bernauer Straße, das Gedenkzeichen für die Olga Segler auf dem Bürgersteig ist durch einen Holzverschlag geschützt.;Bernauer Straße/Wolliner Straße;"Mitte (Ost-Berlin);Wedding (West-Berlin)";POINT (13.4016 52.53978);http://www.mauer-fotos.de/image/?imageID=020560;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-020561;Abriss Wohnhäuser Bernauer Straße;Abriss der vermauerten Wohnhäuser an der Bernauer Straße;Schubert, Wolfgang;1966;1966;1966;Berlin, 1966;"Absperrung;Gedenkzeichen (Mauertote);Grenzhaus;Mauer-Absperrung auf West-Berliner Seite;Vermauerte Fenster/Türen";An der Bernauer Straße werden die noch bestehenden Grenzhäuser für den Abriss vorbereitet. Die Türen und Fenster der Wohnhäuser sind bereits seit 1961 unbewohnt und vermauert, nun beginnt der Abriss der oberen Stockwerke zur Schaffung eines freien Grenzstreifens auf Ost-Berliner Seite. Der Bürgersteig, der hier komplett zu West-Berlin gehört, ist aus Sicherheitsgründen mit Absperrgittern unzugänglich gemacht. Das Gedenkzeichen für Olga Segler ist mit einem Holzverschlag vor Abbruchschäden gesichert.;Bernauer Straße/Ruppiner Straße;"Mitte (Ost-Berlin);Wedding (West-Berlin)";POINT (13.399 52.53911);http://www.mauer-fotos.de/image/?imageID=020561;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-020562;Abriss Grenzhäuser;Abriss von Grenzhäusern in der Bernauer Straße;Schubert, Wolfgang;1966;1966;1966;Berlin, 1966;"Absperrung;Ausbau Grenzstreifen;Fassadenmauer (Bernauer Straße 1965-1980);Mauer-Absperrung auf West-Berliner Seite;Sektorenschild;Straßenschild;Verkehrszeichen;Warnschild";Zur Schaffung eines einheitlichen Grenzstreifens werden die bereits vermauerten Grenzhäuser an der Bernauer Straße bis auf die Erdgeschossfassaden abgerissen. Absperrungen auf West-Berliner Gebiet schützen die Abrissarbeiten.;Bernauer Straße/Swinemünder Straße;"Mitte (Ost-Berlin);Wedding (West-Berlin)";POINT (13.4003 52.53942);http://www.mauer-fotos.de/image/?imageID=020562;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-020563;Hausfassade als Grenzmauer;Hausfassade als Grenzmauer;Schubert, Wolfgang;1966;1974;1966-1974;Berlin, ca. 1969;"Berliner Mauer;Fassadenmauer (Bernauer Straße 1965-1980);Grenzhaus;Grenzmauer";Fassadenreste des Erdgeschosses eines Grenzhauses an der Bernauer Straße, die als Grenzmauer nach West-Berlin dienen. Der Bürgersteig davor gehört bereits zum Westen, die oberen Stockwerke sind für die Schaffung eines freien Grenzstreifens abgebrochen worden.;Bernauer Straße/Strelitzer Straße;"Mitte (Ost-Berlin);Wedding (West-Berlin)";POINT (13.39327 52.53744);http://www.mauer-fotos.de/image/?imageID=020563;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-020564;Grenzstreifen Bernauer Straße;Grenzstreifen mit Häuserfassaden als Grenzmauer an der Bernauer Straße;Schubert, Wolfgang;1965;1967;1965-1967;Berlin, ca. 1966;"Berliner Mauer;Fahrzeugsperre;Fassade;Grenzmauer;Grenzsoldat;Grenzstreifen;Hund;Hundelaufanlage;Mauerausbau;Vermauerte Fenster/Türen";Nach dem Abriss der oberen Stockwerke der unmittelbar an der Sektorengrenze stehenden Wohnhäuser dienen die Reste der Fassaden als Grenzmauer nach Weste. Dahinter ist der Grenzstreifen im Entstehen mit noch diversen provisorischen Sperranlagen wie den rechteckigen Zaunelementen in Holzrahmen.;Bernauer Straße/Strelitzer Straße;"Mitte (Ost-Berlin);Wedding (West-Berlin)";POINT (13.39327 52.53744);http://www.mauer-fotos.de/image/?imageID=020564;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-020567;Grenzmauer Bernauer Straße;Grenzmauer und Grenzstreifen in der Bernauer Straße mit der Versöhnungskirche;Schubert, Wolfgang;1966;1972;1966-1972;Berlin, ca. 1969;"Abweiser (beidseitig);Berliner Mauer;Betonschichtmauer;Grenzleuchte;Grenzmauer;Patrouille (Wachgang)";Massive Betonschichtmauer mit Stacheldrahtabweisern als Grenzmauer an der Bernauer Straße. Im Grenzstreifen sind eine weitere Betonschichtmauer und verschiedene Grenzleuchten sichtbar, eine Motorradpatrouille der Grenzsoldaten befährt den Grenzstreifen Richtung Versöhnungskirche.;Bernauer Straße/Strelitzer Straße;"Mitte (Ost-Berlin);Wedding (West-Berlin)";POINT (13.39327 52.53744);http://www.mauer-fotos.de/image/?imageID=020567;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-020571;Grenzmauer Ebertstraße;Grenzmauer entlang der Ebertstraße im Winter;Schubert, Wolfgang;1961;1966;1961-1966;Berlin, 1961-1966;"Abweiser (beidseitig);Berliner Mauer;Betonverbundmauer;Geisterbahnhof;Grenzmauer;Stacheldraht;Wachtturm (Holz);Winter";Grenzmauer am Potsdamer Platz entlang der Ebertstraße mit geschlossenem S-Bahn-Eingang. Dahinter ist das Lenné-Dreieck mit Stacheldraht abgesperrt.;Ebertstraße/Lennéstraße;"Mitte (Ost-Berlin);Tiergarten (West-Berlin)";POINT (13.37696 52.51249);http://www.mauer-fotos.de/image/?imageID=020571;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-020572;Grenzstreifen Ebertstraße;Stacheldraht und Grenzstreifen an der Ebertstraße ;Schubert, Wolfgang;1962;1966;1962-1966;Berlin, ca. 1964;"Berliner Mauer;Fahrzeugsperre;Grenzstreifen;Stacheldraht;Stacheldrahtzaun";Grenzstreifen entlang der Eberstraße mit Stacheldraht auf der Grenzmauer, Fahrzeugsperren und mehrreihigen Stachldrahtzäunen.;Ebertstraße/Hannah-Arendt-Straße;"Mitte (Ost-Berlin);Tiergarten (West-Berlin)";POINT (13.3775 52.5133);http://www.mauer-fotos.de/image/?imageID=020572;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-020576;Grenzmauern Waldemarstraße;Ältere und neuere Grenzmauern in der Waldemarstraße;Schubert, Wolfgang;1971;1975;1971-1975;Berlin, ca. 1973;"Berliner Mauer;Betonplattenmauer;Betonverbundmauer;Grenzmauer;Rohrauflage;Schriftzug (Anti-DDR)";"In der Waldemarstraße in Kreuzberg stehen zwei Grenzmauern unterschiedlichen Baujahrs. Die vordere Mauer ist aus der ersten Bauphase der Berliner Mauer. Sie ist eine Betonverbundmauer und besteht aus Betonquadern, Hohlblocksteinen und beidseitigen Abweisern mit Stacheldraht. Dahinter steht die Grenzmauer, die ab 1971 errichtet wurde. Sie besteht aus Betonsegementen und einer Rohrauflage. Auf der Grenzmauer ist ein Schriftzug aufgemalt ""Die Mauer = Verrat am Sozialismus"" mit Verweis auf die ""KPD/ML"" (Kommunistische Partei Deutschlands/Marxisten-Leninisten)";Waldemarstraße/Legiendamm;"Mitte (Ost-Berlin);Kreuzberg (West-Berlin)";POINT (13.41687 52.50428);http://www.mauer-fotos.de/image/?imageID=020576;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-020578;Grenzstreifen Klein Glienicke;Grenzstreifen an der Enklave Klein Glienicke;Schubert, Wolfgang;1990;1990;1990;Berlin, 1990;"Berliner Mauer;Enklave;Grenzstreifen";Grenzstreifen um Klein Glienicke, den man 1990 betreten kann vor dem Abbau der Grenzanlagen.;Klein Glienicke;Zehlendorf (West-Berlin);POINT (13.10897 52.41076);http://www.mauer-fotos.de/image/?imageID=020578;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-020579;Grenzmauer Klein Glienicke;Grenzmauer und Sektorenschild an der Enklave Klein Glienicke;Schubert, Wolfgang;1968;1968;1968;Berlin, 1968;"Berliner Mauer;Exklave Klein Glienicke;Grenzhaus;Grenzmauer;Sektorenschild;Winter";Berliner Mauer und Grenzhäuser in Klein Glienicke. Die Grenzmauer aus Betonplatten ist mit Stacheldraht gesichert.;Klein Glienicke;Zehlendorf (West-Berlin);POINT (13.10897 52.41076);http://www.mauer-fotos.de/image/?imageID=020579;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-020581;GÜSt Heinrich-Heine-Straße;GÜSt Heinrich-Heine-Straße;Schubert, Wolfgang;1969;1969;1969;Berlin, 1969;"Berliner Mauer;Grenzverkehr;Grenzübergangsstelle (GÜSt)";Grenzübergangsstelle Heinrich-Heine-Straße mit Sperrmauern aus geschichteten Betonplatten und einem vorgegebenen Slalomkurs zur Verhinderung von Fahrzeugdurchbrüchen. Im Hintergrund die Wohnhäuser an der Dresdner Straße.;Heinrich-Heine-Straße/Prinzenstraße;"Mitte (Ost-Berlin);Kreuzberg (West-Berlin)";POINT (13.41207 52.50477);http://www.mauer-fotos.de/image/?imageID=020581;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-020582;Grenzmauer Ebertstraße;Grenzmauer entlang der Ebertstraße Richtung Brandenburger Tor;Schubert, Wolfgang;1964;1964;1964;Berlin, 1964;"Absperrung;Abweiser (beidseitig);Berliner Mauer;Betonschichtmauer;Betonverbundmauer;Grenzmauer;Nationalflagge;Winter";Die Grenzmauer ist als frühe Betonverbundmauer ausgeführt, der Bogen um das Brandenburger Tor herum dagegen als massive Mauer aus horizontal geschichteten Betonplatten, auch als Panzermauer bekannt. Absperrungen auf West-Berliner Gebiet sollen eine Annäherung an die Grenzmauer von Westen vermeiden.;Straße des 17. Juni/Ebertstraße;"Mitte (Ost-Berlin);Tiergarten (West-Berlin)";POINT (13.37677 52.51631);http://www.mauer-fotos.de/image/?imageID=020582;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-020583;Grenzmauer 75;Grenzmauer 75 mit Graffiti;Schubert, Wolfgang;1984;1989;1984-1989;Berlin, ca. 1986;"Berliner Mauer;Graffito;Grenzmauer 75";Graffiti an der Grenzmauer 75.;;Mitte (Ost-Berlin);;http://www.mauer-fotos.de/image/?imageID=020583;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-020620;Nordgraben;Grenzstreifen und französisches Sektorenschild am Nordgraben;Grimm, Hans-Joachim;1981;1981;1981.01;Berlin, Januar 1981;"Außenring (Berliner Mauer);Grenzleuchte;Grenzzaun;Sektorenschild;Wachtturm (Beton/Stein)";Das Sektorenschild zeigt das Ende des französischen Sektors im Norden Reinickendorfs an der Grenze zu Brandenburg an. Dort steht hinter dem Grenzzaun ein Wachturm. Außerdem sind Fahrzeugsperren zu erkennen.;Wilhelmsruher Damm/Quickborner Straße;Reinickendorf (West-Berlin);POINT (13.3739 52.59765);http://www.mauer-fotos.de/image/?imageID=020620;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-020643;Versöhnungskirche;Versöhnungskirche und Fassadenreste an der Bernauer Straße;Grimm, Hans-Joachim;1980;1980;1980.03;Berlin, März 1980;"Berliner Mauer;Fassadenmauer (Bernauer Straße 1965-1980)";Seit dem Mauerbau 1961 liegt die Kirche der Evangelischen Versöhnungsgemeinde unerreichbar im Todesstreifen. Im Zuge des stetigen Grenzausbaus wird sie 1985 auf Befehl der DDR-Regierung gesprengt. Die Berliner Mauer, welche nur hier aus den Fassadenmauern der nach 1961 abgebrochenen Mietshäuser besteht, erstreckt sich entlang der Bernauer Straße.;Bernauer Straße/Strelitzer Straße;"Mitte (Ost-Berlin);Wedding (West-Berlin)";POINT (13.39327 52.53744);http://www.mauer-fotos.de/image/?imageID=020643;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-020652;Stettiner Tunnel;Vermauerter Eingang zum Stettiner Tunnel;Grimm, Hans-Joachim;1980;1980;1980;Berlin, 1980;"Berliner Mauer;Grenzmauer;Vermauerte Fenster/Türen";Gegenüber dem Gartenplatz auf der Höhe der Feldstraße wird die Klinkermauer der Gartenstraße durch zwei Eingänge unterbrochen. Der zugemauerte Eingang ist das Eingangsportal des Stettiner Tunnels. Der 1896 eröffnete, etwa 150 m lange ehemalige Fußgängertunnel geht unter den Fernbahngleisen hindurch und stellt die Verbindung zwischen Gartenstraße und der Schwartzkopffstraße in der Oranienburger Vorstadt her. Es ist der erste Fußgängertunnel Berlins der die Gartenstraße mit der Schwartzkopffstraße verbindet. 1952 wird der Tunnel von den DDR-Behörden vermauert und ist seitdem nicht mehr öffentlich zugänglich. Die von der Chaussee- und Liesenstraße her kommende Grenzlinie knickt bei den S-Bahn-Brücken, am nördlichen Ende des zum Nordbahnhof gehörenden Geländes, nach Süden ab und folgt dem Verlauf der Gartenstraße.;Gartenstraße/Feldstraße;"Mitte (Ost-Berlin);Wedding (West-Berlin)";POINT (13.38353 52.53671);http://www.mauer-fotos.de/image/?imageID=020652;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-020655;GÜSt Chausseestraße;Grenzübergangsstelle Chausseestraße mit Personenverkehr;Grimm, Hans-Joachim;1980;1980;1980.04;Berlin, April 1980;"Berliner Mauer;Grenzhaus;Grenzzaun;Grenzübergangsstelle (GÜSt)";Die Grenzübergangstelle Chausseestraße, die als Person- und Straßenübergang dient, verbindet die Bezirke Wedding und Mitte. Sie erstreckt sich entlang der gesamten Straßenbreite der Chausseestraße etwa einhundert Meter nach Ost-Berlin. Zu den Anlagen der Grenzübergangsstelle gehören diverse Sperreinrichtungen und weitere Bauten und Baracken als Diensträume.;Chausseestraße/Liesenstraße;"Mitte (Ost-Berlin);Wedding (West-Berlin)";POINT (13.3745 52.5373);http://www.mauer-fotos.de/image/?imageID=020655;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-020656;Spandauer Schifffahrtskanal;Berlin-Spandauer Schifffahrtskanal an der Sandkrugbrücke;Grimm, Hans-Joachim;1978;1983;1978-1983;Berlin, ca. 1980;"Grenzhaus;Grenzleuchte;Grenzzaun;Schifffahrtskanal;Wachtturm Typ BT-9;Wassergrenze";Der zwölf Kilometer lange Berlin-Spandauer Schifffahrtskanal verbindet die Flüsse Spree und Havel. Der Kanal zweigt an einem Spreebogen am Kilometer 14,5 der Spree-Oder-Wasserstraße in nördlicher Richtung von der Spree ab und öffnet sich kurz nach seinem Beginn, auf Höhe des Hauptbahnhofs, zum Humboldthafen. Von dort aus führt der Kanal weiter in nördlicher Richtung durch den Nordhafen, vorbei am Kraftwerk Moabit zum Westhafen, dann in westlicher Richtung durch die Jungfernheide und mündet schließlich am nördlichen Ende des Tegeler Sees in die Havel ein. Die Fotografie ist in der Nähe der Sandkrugbrücke an der Invalidenstraße entstanden, wo die Grenzlinie entlang des Schiifffahrtskanals verläuft. Hinter dem Wachtturm, östlich vom Kanal, befindet sich in unmittelbarer Nähe des Gebäudes der ehemaligen Kaiser-Wilhelm-Akademie, der Sitz der Generalstaatsanwaltschaft der DDR, der Invalidenfriedhof. Die fotografische Aufnahme kann leider vom Stifter nicht genau datiert werden.;Sandkrugbrücke;"Mitte (Ost-Berlin);Tiergarten (West-Berlin)";POINT (13.3739 52.52783);http://www.mauer-fotos.de/image/?imageID=020656;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-020660;Grenzübergangsstelle Invalidenstraße;Grenzübergangsstelle Invalidenstraße;Grimm, Hans-Joachim;1980;1980;1980.05;Berlin, Mai 1980;"Berliner Mauer;Betonschichtmauer;Grenzleuchte;Grenzübergangsstelle (GÜSt);Kommandoturm (GÜSt);Schranke;Verkehrssignalanlage;Warnschild";Einfahrt von West-Berliner Seite in die Grenzübergangsstelle Invalidenstraße. Seit dem 23. August 1961 ist der Übergang Invalidenstraße zusätzlich zu den bereits bestehenden wie etwa in der Chausseestraße, Heinrich-Heine-Straße, Friedrichstraße geöffnet. Ab November 1971 wird der Grenzübergang als Grenzübergangsstelle sukzessive ausgebaut. Mehrere hundert Meter vor dem eigentlichen Kontrollpunkt auf Ost-Berliner Gebiet befindet sich eine zusätzliche Sperre, an der alle Fahrzeuge überprüft werden, ehe sie in die Grenzübergangsstelle einfahren können.;Sandkrugbrücke;"Mitte (Ost-Berlin);Tiergarten (West-Berlin)";POINT (13.3739 52.52783);http://www.mauer-fotos.de/image/?imageID=020660;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-020664;Notfallsäule Humboldthafen;Notfallsäule am Humboldthafen;Grimm, Hans-Joachim;1975;1985;1975-1985;Berlin, ca. 1980;"Grenzstreifen;Grenzzaun;Notfallsäule (Wassergrenze);S-Bahn;Wachtturm (Beton/Stein);Wachtturm (Metall)";In der Nähe des Humboldthafens verläuft die Grenzlinie direkt am westlichen Ufer des Hafenbeckens und entlang des Spreeufers zwischen den Bahnhöfen Lehrter Bahnhof (heute Berlin Hauptbahnhof) und Friedrichstraße. Auf der Westberliner Seite ist ein Notfallmelder installiert, weil die gesamte Wasserfläche zum sowjetischen Sektor gehört und es wiederholt zu Fluchtversuchen kommt. Seitlich von der S-Bahntrasse erstreckt sich der Grenzstreifen mit zwei unterschiedlichen Wachtürmen und Grenzzaun. Im Hintergrund ist das Reichstagsgebäude erkennbar.;Kronprinzenbrücke;"Mitte (Ost-Berlin);Tiergarten (West-Berlin)";POINT (13.37581 52.52186);http://www.mauer-fotos.de/image/?imageID=020664;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-020666;Kronprinzenbrücke;Reste der ehemaligen Kronprinzenbrücke am Spreeufer;Grimm, Hans-Joachim;1974;1974;1974.01.07;Berlin, 7. Januar 1974;"Berliner Mauer;Gekappter Verkehrsweg (Berlin 1961-1989);Grenzzaun";Reste der ehemaligen Kronprinzenbrücke. Mit dem Bau der Berliner Mauer im Jahr 1961 wird die Brücke gesperrt und verliert ihre Bedeutung als Verkehrsbauwerk, da die Grenzlinie entlang des Spreeufers verläuft. 1972 folgt der Abriss des Brückenüberbaus, die Pfeiler und Widerlager bleiben stehen. Am östlichen Spreeufer sichern Grenzzaun und Fahrzeugsperren das Ufer.;Kronprinzenbrücke;"Mitte (Ost-Berlin);Tiergarten (West-Berlin)";POINT (13.37581 52.52186);http://www.mauer-fotos.de/image/?imageID=020666;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-020669;Spreeufer Kronprinzenbrücke;Spreeufer an der Kronprinzenbrücke;Grimm, Hans-Joachim;1980;1980;1980.05;Berlin, Mai 1980;"Berliner Mauer;Dampflokomotive;Eisenbahn;Personenzug;Wachtturm (Metall);Wassergrenze";Zwischen Lehrter Bahnhof und Friedrichstraße verläuft die Grenzlinie entlang des Spreeufers. Auf der Eisenbahntrasse Richtung Osten fährt ein Personenzug mit Dampflokomotive. Am Ufer sind die Grenzanlagen zur Spreeseite aufgestellt. Im Hintergrund ist der Neubau der Charité zu sehen, der 1980 entsteht.;Kronprinzenbrücke;"Mitte (Ost-Berlin);Tiergarten (West-Berlin)";POINT (13.37581 52.52186);http://www.mauer-fotos.de/image/?imageID=020669;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-020680;Ausbau Grenzmauer Brandenburger Tor;Ausbau der Grenzmauer am Brandenburger Tor;Grimm, Hans-Joachim;1976;1976;1976;Berlin, 1976;"Bautrupp;Berliner Mauer;Betonschichtmauer;Grenzmauer 75;Grenzsoldat;Kran;Mobiler Sicherungszaun";Die Grenzmauer südlich des Brandenburger Tors entlang der Ebertstraße wird ausgebaut. Die Betonelemente der Grenzmauer 75 ersetzen nach und nach die Betonschichtmauer der vorderen Grenzmauer und werden an den vorher schon bestehenden Betonmauer-Bogen um das Brandenburger Tor angesetzt. Ein mobiler Sicherungszaun und Grenzsoldaten schirmen den Bautrupp von der unmittelbaren Sektorengrenze nach Westen ab.;Pariser Platz;"Mitte (Ost-Berlin);Tiergarten (West-Berlin)";POINT (13.37889 52.51638);http://www.mauer-fotos.de/image/?imageID=020680;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-020690;Schriftzug Potsdamer Platz;Berliner Mauer mit Schriftzug am Potsdamer Platz;Grimm, Hans-Joachim;1982;1982;1982.08;Berlin, 1982;"Berliner Mauer;Brache;Grenzmauer 75;Schriftzug;Wachtturm Typ BT-9";"Auf der Grenzmauer 75 am Potsdamer Platz ist der Schriftzug ""Durch Leiden lernen"" zu lesen, dahinter ein Wachturm Typ BT-9.";Potsdamer Platz/Potsdamer Straße;"Tiergarten (West-Berlin);Mitte (Ost-Berlin)";POINT (13.37649 52.50939);http://www.mauer-fotos.de/image/?imageID=020690;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
